selfies,-logKd/Ki
[N][C][=Branch1][C][=NH2+1][N][C][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][S][C][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][S][Ring1][S][=C][S][Ring2][Ring1][Branch1],5.92
[O][=C][O][C][=C][N][Ring1][Branch1][N][=C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][Branch2],5.92
[O][=C][Branch2][Ring1][=N][N][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1],5.92
[C][C][Branch1][C][C][C][C][Branch2][#Branch2][P][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][O-1],5.92
[O][=C][Branch1][C][O-1][C][N][=C][Branch1][S][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][NH1][C][=Branch1][C][=O][C][=Ring1][S][O],5.92
[N][C][=N][C][Branch1][C][N][=C][N][=C][Branch1][=Branch2][C][C][=C][C][=C][C][Ring1][=Branch1][C][Branch1][C][N][=N][C][Ring1][=N][=N][Ring2][Ring1][C],5.92
[C][C][=C][N][Branch2][Branch1][N][C][O][C][Branch2][Ring1][C][C][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=C][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][#Branch1][N][C][Ring2][Ring1][Branch1][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][NH1][C][Ring2][Ring2][Ring2][=O],5.92
[C][C][Branch1][C][C][C][C][Branch1][O][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.92
[C][C][C][C][NH2+1][C][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring1][=N],5.92
[N][C][=C][C][=C][C][Branch1][N][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2],5.92
[C][C][=C][C][=C][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][NH2+1][C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][P],5.92
[C][O][C][=C][C][=C][Branch2][Ring2][=C][C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=N][N][Ring1][=Branch2][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][NH1][N][=Ring2][Ring1][=Branch2][C][Branch1][C][C][=C][Ring2][Ring1][S],5.92
[O][=C][Branch1][C][O-1][C][C][=N][N][Branch2][Ring1][=Branch2][C][C][=N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][S][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch2][Ring1][=Branch1],5.92
[N][C][=N][C][=C][Branch2][Ring1][C][C][C][=N][N][Branch1][=Branch2][C][C][C][NH2+1][C][C][Ring1][=Branch1][C][=Ring1][O][C][C][=C][Branch1][=C][C][=C][C][=C][C][C][=C][S][C][Ring1][=Branch2][=Ring1][Branch1][O][C][Ring2][Ring1][=N][=Ring1][=C],5.92
[C][C][Branch1][C][C][C][C][Branch2][Ring2][O][NH2+1][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][O][NH1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][O],5.92
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][=Branch2][C][=C][N][C][=C][N][=C][Ring1][Branch1][C][Branch2][Ring1][Branch2][N][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=C][=N][Ring2][Ring1][Branch2][=C][Ring2][Ring1][=C][C][=C][Ring2][Ring2][#Branch1],5.92
[C][C][Branch1][C][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][O][C][Ring1][#Branch1][=O][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2][C][=Branch1][C][=O][C][Ring2][Ring1][C],5.92
[C][C][Branch1][C][C][C][=C][C][=C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Ring1][Branch2][Branch1][C][C][C][Ring1][=C][=C][Branch1][C][O][C][Ring2][Ring1][Ring1][=O],5.92
[O][=C][N][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][Ring1][N][=N][NH1][C][=Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],5.92
[C][C][Branch2][Ring1][=C][S][C][Branch2][Ring1][Ring2][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][N][=O][N][C][=N][C][=C][C][=C][Branch1][=N][O][C][C][C][N+1][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][=C][Ring1][P],5.93
[C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][N][=C][N][=C][Ring1][=Branch1][N][Ring1][N][C][C][C][C][C][Ring1][Branch1],5.93
[C][C][Branch1][C][O][Branch2][Ring2][#Branch2][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1][C][=C][Ring1][S][C][=C][Ring2][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],5.93
[C][C][=Branch1][C][=O][N][C][C][NH1][N][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=C][C][Ring1][P],5.94
[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],5.94
[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][Branch2][Branch1][C][C][=Branch1][C][=O][N][C][Branch1][S][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][Branch1][C][O][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][NH2+1][Ring1][=C][=C][Ring2][Ring2][Ring2],5.94
[C][C][C][Branch1][C][C][C][Branch2][Ring2][=N][N][C][=Branch1][C][=O][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][NH3+1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][Branch1][C][C][O],5.94
[N][C][=N][C][=C][Branch2][Branch1][O][C][C][C][C][Branch2][Ring2][#C][N][C][=Branch1][C][=O][C][C][=C][C][N][C][=Branch1][C][=O][N][Branch2][Ring1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][C][Ring2][Ring1][=Branch1][C][C][Ring2][Ring1][#C][NH1][Ring2][Ring2][Ring2],5.96
[O][=S][=Branch1][C][=O][Branch2][Ring1][C][N][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][Ring1][#Branch2][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl],5.96
[C][C][C][Branch1][C][C][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.96
[C][C][Branch1][C][C][C][C][Branch2][O][=C][N][C][=Branch1][C][=O][C][Branch2][#Branch2][S][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][C][=Branch1][C][=O][O-1],5.96
[O][=C][C][=C][Branch1][C][O][C][C][O][C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][=C][Branch1][C][O][C][=Branch1][C][=O][C][=Ring1][S][Ring2][Ring1][Branch1],5.96
[N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][=C][C][=N][C][=C][N][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][C][=C][Ring1][#C][Ring2][Ring1][=Branch1],5.96
[O][=C][Branch2][Ring2][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][=C][C][=N][C][=C][C][=N][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][C][=C][Ring1][#C][Ring2][Ring1][=Branch1][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],5.96
[O][=C][N][=C][C][C][=C][C][Branch1][=Branch2][O][C][C][C][NH2+1][C][Ring1][Branch1][=C][Branch1][C][Cl][C][=C][Ring1][=N][Ring1][P],5.96
[O][=C][Branch1][C][O-1][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][C][N+1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Branch1],5.96
[O][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][C][Branch1][Branch2][C][=N][N][=N][NH1][Ring1][Branch1][=C][Ring1][O][C][C][=C][C][=N][NH1][C][=C][Ring1][Branch1][C][=Ring1][=Branch2],5.96
[O][=C][Branch1][=N][N][C][C][C][N][C][C][C][C][Ring1][Branch1][=O][C][=C][N][=C][Branch1][N][N][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=C][Ring1][#C][N][C][C][C][C][C][Ring1][Branch1],5.96
[C][=C][N][=C][C][=C][Branch1][P][O][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],5.96
[C][C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][C][Branch1][C][C][C][Ring1][Branch2][Branch1][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][=O],5.96
[C][C][C][=C][Branch2][Ring1][Ring1][C][Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=Branch1][C][=O][N][Ring1][=N][C][=Ring2][Ring1][=N],5.96
[C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][=Branch2][C][S][C][=N][C][=Ring1][Branch1][C][C][=C][Ring1][N],5.96
[C][C][C][Branch1][C][C][C][Branch2][N][=Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch2][#Branch2][Ring2][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][NH2+1][Ring1][Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][P][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],5.98
[C][NH1+1][C][C][N][Branch2][Ring2][=N][C][=C][C][=C][C][NH1][C][Branch2][Ring1][O][C][NH1][N][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][C][=Ring1][S][Ring1][=N][=N][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][Branch1][C][C][Ring2][Ring1][#C],5.98
[O][=C][Branch2][Branch1][=Branch1][N][C][C][=C][C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][=C][C][Branch2][Ring1][Ring1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][=C][Ring2][Ring1][=C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O],5.99
[C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=Branch2][N][C][=C][C][=N][NH1][Ring1][Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],5.99
[C][N][C][=C][N][Branch2][Ring2][Ring1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][Ring2][Ring1][C][C][=C][Ring2][Ring1][O],6.0
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring2][Ring1][C][N][C][C][C][Branch2][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][Ring2][Ring1][C][=O][=C][Ring2][Ring1][O],6.0
[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1],6.0
[O][=C][NH1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][NH1][C][Ring1][S][=O],6.0
[C][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][NH3+1][C][S][S][C][C][Branch2][=Branch1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][Ring2][O][=C][=O],6.0
[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C],6.0
[O][=C][Branch2][Ring1][Branch2][C][S][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][NH1][Ring1][O][N][C][C][C][C][C][Ring1][=Branch1],6.0
[C][C][C][C][N][C][=C][C][Branch1][C][C][=N][C][NH1][C][Branch1][=C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=N][N+1][Ring2][Ring1][Ring1][=Ring1][=C],6.0
[N][#C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][=C][C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=C][Branch1][C][Cl][C][=C][Ring1][S][Cl][S][C][=C][Ring2][Ring1][=Branch2][C][C][C][C][Ring1][=Branch1],6.0
[NH2+1][=C][N][C][C][S][C][Branch1][#Branch2][C][C][C][C][C][=Branch1][C][=O][O-1][C][Ring1][N][N][Ring1][#C],6.0
[C][C][C][Branch1][C][C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][Branch2][=N][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][C][C][C][=C][C][C][C][C][Branch1][C][C][Branch2][#Branch1][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][Ring2][#Branch1][S][=O][C][Branch1][C][C][O],6.0
[C][C][O][C][=Branch1][C][=O][C][C][O][C][Branch2][Ring1][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Ring1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][O][C][C],6.0
[C][=C][C][=C][Branch2][Ring2][Branch2][C][NH1+1][C][C][C][C][Ring1][Branch1][C][C][Branch2][Ring1][#Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C],6.0
[C][C][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][=C][Branch2][Ring2][C][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][Branch1][N][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][O][C][Branch1][C][C][O][O][C][C][Branch1][C][C][C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O][N][C][Ring2][Branch1][S][=O],6.0
[C][=C][C][C][Branch1][C][C][=C][N][C][=Ring1][=Branch1][CH1][C][=C][Branch1][C][C][C][Branch1][Ring1][C][=C][=C][N][Ring1][Branch2][FeH2+7][Ring1][N][N][C][=Branch2][Ring2][=Branch2][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][CH1][C][=C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][C][=C][Branch1][#Branch1][N][Ring1][O][Ring2][Ring1][Ring2][CH1][Ring2][Ring1][#Branch1][CH1][Ring2][Ring2][C],6.0
[C][C][Branch1][C][C][C][C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][C][Ring1][=N][C][=Branch1][C][=O][O-1],6.0
[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][C][=C][N][=C][Ring1][O][Ring1][=Branch1],6.0
[O][=C][C][S][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][N][Ring1][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O],6.0
[C][C][Branch1][C][C][C][C][Branch2][Branch1][=Branch2][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],6.0
[O][=C][Branch2][Ring1][=Branch2][O][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][Ring1][=N][C][C][C][Branch1][Branch1][C][NH2+1][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N],6.0
